id	num	lo.neg	p.neg	fdr.neg	rank.neg	goodsgrna.neg	lo.pos	p.pos	fdr.pos	rank.pos	goodsgrna.pos	-log10(P neg)	log10(fpkm)	
BPIFB3	5	0.52576	0.66673	1	9403	1	0.23986	0.42758	0.999663	7702	2	0.176050003	-3.7	
BPIFB4	5	0.78898	0.81178	1	12531	1	0.17125	0.33334	0.96289	6234	3	0.090561653	-3.7	
BPIFB6	5	0.98939	0.98945	1	17509	0	0.049096	0.13697	0.813264	3033	4	0.004606147	-3.7	
BPIFC	5	0.86235	0.86581	1	13898	1	0.20792	0.38459	0.984819	7029	3	0.062577402	-3.7	
BPY2C	5	0.90608	0.90753	1	15000	0	0.464	0.61897	1	10445	2	0.04213901	-3.7	
BRINP1	5	0.88639	0.88832	1	14470	0	0.048792	0.13621	0.812666	3018	4	0.05143056	-3.7	
BRINP2	5	0.95274	0.95315	1	16308	0	0.099693	0.22727	0.900451	4539	3	0.020838748	-3.7	
BRINP3	5	0.3747	0.5371	1	7141	2	0.50134	0.64975	1	10872	2	0.269944848	-3.7	
BRS3	5	0.76575	0.79747	1	12186	1	0.096775	0.22279	0.897847	4466	3	0.098285646	-3.7	
BSND	5	0.86778	0.87063	1	14028	1	0.5076	0.65496	1	10951	2	0.060166372	-3.7	
BSPH1	5	0.92145	0.92242	1	15414	0	0.013036	0.044721	0.68269	1179	3	0.035071289	-3.7	
BSX	5	0.8879	0.88976	1	14515	0	0.59294	0.72678	1	12007	1	0.050727122	-3.7	
BTBD11	5	0.68122	0.75287	1	11171	1	0.35247	0.5278	1	9134	2	0.123280008	-3.7	
BTBD16	5	0.90912	0.91049	1	15093	0	0.52499	0.66937	1	11187	2	0.04072482	-3.7	
BTBD17	5	0.91618	0.91736	1	15271	0	0.16765	0.32825	0.956866	6178	3	0.037460201	-3.7	
BTC	5	0.73041	0.77768	1	11731	1	0.064355	0.17096	0.839817	3666	3	0.10919907	-3.7	
BTG4	5	0.92649	0.92733	1	15540	0	0.075228	0.18864	0.862031	3941	3	0.03276569	-3.7	
BTNL3	5	0.77632	0.80387	1	12326	1	0.031687	0.094227	0.769882	2202	4	0.094814179	-3.7	
C10orf107	5	0.72495	0.77474	1	11667	1	0.18907	0.35845	0.974964	6616	1	0.110844021	-3.7	
C10orf113	5	0.97469	0.97469	1	16984	0	0.57307	0.70969	1	11773	1	0.01113349	-3.7	
C10orf120	5	0.99952	0.99951	1	17970	0	0.00048025	0.0021922	0.397186	96	5	0.000212856	-3.7	
C10orf53	8	0.88289	0.88482	1	14374	1	0.08136	0.19849	0.871195	4101	5	0.053145069	-3.7	
C10orf62	5	0.9819	0.98185	1	17236	0	0.1553	0.31053	0.948713	5893	3	0.007954856	-3.7	
C10orf82	5	0.12571	0.26341	1	4011	3	0.30521	0.48986	1	8604	2	0.579367742	-3.7	
C10orf90	5	0.18777	0.35465	1	4952	3	0.37463	0.54558	1	9400	2	0.450200036	-3.7	
C10orf99	5	0.98661	0.98661	1	17408	0	0.035397	0.10365	0.782321	2386	4	0.005854487	-3.7	
C11orf40	5	0.78875	0.81164	1	12527	1	0.21686	0.39672	0.989536	7220	3	0.090636558	-3.7	
C11orf52	5	0.92627	0.92709	1	15535	0	0.41086	0.57508	1	9834	2	0.032878103	-3.7	
C11orf53	5	0.31231	0.48447	1	6400	2	0.77517	0.81092	1	13271	1	0.314733111	-3.7	
C11orf85	5	0.79296	0.81427	1	12595	1	0.042394	0.12092	0.801611	2715	3	0.089231566	-3.7	
C11orf86	5	0.67456	0.7497	1	11103	1	0.36509	0.538	1	9289	2	0.125112489	-3.7	
C11orf91	5	0.48669	0.6329	1	8782	2	0.81901	0.8371	1	13695	1	0.198664904	-3.7	
C12orf39	5	0.8836	0.88551	1	14397	0	0.061381	0.16549	0.83441	3569	4	0.05280653	-3.7	
C12orf40	5	0.90388	0.90534	1	14935	0	0.026725	0.081523	0.762222	1924	4	0.043188291	-3.7	
C12orf50	5	0.89637	0.89809	1	14741	0	0.25737	0.4507	1	8055	2	0.046680139	-3.7	
C12orf54	5	0.99929	0.99929	1	17956	0	0.00071262	0.0031967	0.439421	131	5	0.000308459	-3.7	
C12orf68	5	0.61683	0.72384	1	10567	1	0.93869	0.93938	1	15442	0	0.140357421	-3.7	
C12orf74	5	0.56002	0.69688	1	10008	2	0.62593	0.74195	1	12222	1	0.156841999	-3.7	
C13orf35	5	0.40055	0.55907	1	7475	2	0.0067889	0.026684	0.608948	788	2	0.252533812	-3.7	
C14orf166B	5	0.8616	0.86517	1	13877	1	0.46718	0.62156	1	10490	2	0.062898548	-3.7	
C14orf177	5	0.5429	0.68179	1	9683	1	0.028646	0.086521	0.766354	2030	3	0.166349373	-3.7	
C14orf180	5	0.51973	0.66143	1	9289	1	0.30548	0.49008	1	8608	2	0.179516111	-3.7	
C14orf39	5	0.16041	0.31495	1	4497	3	0.18439	0.35192	0.970742	6527	2	0.501758387	-3.7	
C15orf26	5	0.46306	0.61281	1	8406	2	0.33615	0.51459	1	8935	1	0.212674156	-3.7	
C15orf32	5	0.4731	0.62137	1	8576	1	0.4235	0.58537	1	9972	2	0.206649718	-3.7	
C15orf38-AP3S2	1	0.43169	0.58598	1	7948	0	0.56831	0.70567	1	11704	0	0.232117207	-3.7	
C15orf43	5	0.29055	0.46617	1	6188	2	0.32036	0.50195	1	8760	1	0.331455679	-3.7	
C15orf53	5	0.18014	0.34371	1	4824	3	0.60565	0.73427	1	12115	1	0.463807832	-3.7	
C16orf11	5	0.55976	0.69666	1	10004	2	0.17404	0.33735	0.965136	6294	3	0.156979125	-3.7	
C16orf78	5	0.53556	0.6753	1	9566	2	0.10509	0.23565	0.906653	4680	3	0.17050325	-3.7	
C16orf90	5	0.058524	0.15528	0.898009	3114	2	0.51134	0.658	1	10999	2	0.808884478	-3.7	
C16orf92	5	0.80197	0.82015	1	12744	1	0.90018	0.90175	1	14748	0	0.086106711	-3.7	
C16orf96	5	0.97151	0.97157	1	16869	0	0.25116	0.44255	1	7940	3	0.012525904	-3.7	
C16orf97	5	0.94741	0.94783	1	16145	0	0.059731	0.16174	0.83441	3487	3	0.023269549	-3.7	
C17orf112	5	0.97305	0.97307	1	16934	0	0.053392	0.14708	0.825534	3207	4	0.011855917	-3.7	
C17orf47	5	0.25862	0.4393	1	5903	1	0.12819	0.27089	0.927735	5255	3	0.357238797	-3.7	
C17orf74	5	0.9197	0.92078	1	15367	0	0.48644	0.63741	1	10704	2	0.035844122	-3.7	
C17orf78	5	0.8857	0.88762	1	14454	0	0.94136	0.94197	1	15479	0	0.051772921	-3.7	
C17orf99	5	0.45896	0.60936	1	8325	2	0.15423	0.30902	0.948094	5867	2	0.215126057	-3.7	
C18orf42	2	0.97479	0.97479	1	16985	0	0.025213	0.077525	0.748911	1862	2	0.011088935	-3.7	
C18orf63	5	0.96199	0.96226	1	16574	0	0.092144	0.21544	0.887417	4372	3	0.016707567	-3.7	
C18orf64	5	0.89407	0.8958	1	14677	0	0.058831	0.15969	0.83258	3453	4	0.047788942	-3.7	
C19orf18	5	0.28554	0.46198	1	6136	2	0.73241	0.78848	1	12924	1	0.335376825	-3.7	
C19orf26	5	0.092581	0.21121	1	3543	3	0.80079	0.82579	1	13493	1	0.675285523	-3.7	
C19orf33	5	0.19724	0.36828	1	5110	1	0.01144	0.040209	0.667328	1084	3	0.433821866	-3.7	
C19orf45	5	0.33274	0.50152	1	6646	2	0.69835	0.77242	1	12696	1	0.299711743	-3.7	
C1orf110	5	0.45669	0.60744	1	8297	1	0.092428	0.21589	0.888085	4378	2	0.216496613	-3.7	
C1orf111	5	0.54042	0.67961	1	9646	2	0.90401	0.90549	1	14817	0	0.167740239	-3.7	
C1orf115	5	0.91175	0.91311	1	15147	0	0.80807	0.83021	1	13576	1	0.039476901	-3.7	
C1orf137	5	0.99469	0.99473	1	17731	0	0.0053095	0.021485	0.596712	643	5	0.002294784	-3.7	
C1orf158	5	0.78463	0.80905	1	12464	1	0.01087	0.038543	0.660274	1048	4	0.092024638	-3.7	
C1orf168	5	0.86534	0.86843	1	13975	1	0.072714	0.1846	0.855718	3884	3	0.061265182	-3.7	
C1orf173	5	0.64865	0.73774	1	10842	1	0.20026	0.37407	0.9811	6861	2	0.132096669	-3.7	
C1orf185	5	0.9459	0.94638	1	16101	0	0.39229	0.55993	1	9614	2	0.023934446	-3.7	
C1orf195	7	0.092534	0.21112	1	3542	3	0.16567	0.32539	0.955287	6134	3	0.675470623	-3.7	
C1orf204	5	0.42081	0.57657	1	7770	2	0.8523	0.86032	1	14113	1	0.239147959	-3.7	
C1orf227	5	0.10208	0.22645	1	3677	3	0.59602	0.72932	1	12055	1	0.645027675	-3.7	
C1orf234	5	0.061304	0.15989	0.915206	3146	2	0.17693	0.34134	0.967915	6345	1	0.796178697	-3.7	
C1orf61	5	0.3204	0.49119	1	6510	2	0.11148	0.24548	0.912261	4846	3	0.308750483	-3.7	
C1orf64	5	0.52184	0.66327	1	9325	2	0.5074	0.65481	1	10947	2	0.178309646	-3.7	
C1orf65	5	0.25518	0.43636	1	5877	1	0.058396	0.15868	0.831912	3435	4	0.360155067	-3.7	
C1orf68	5	0.95137	0.95175	1	16260	0	0.063137	0.16899	0.838599	3629	3	0.021477115	-3.7	
C1orf87	5	0.28351	0.46028	1	6121	2	0.44814	0.60583	1	10258	2	0.336977896	-3.7	
C1orf94	5	0.96323	0.96347	1	16614	0	0.023103	0.071965	0.7419	1744	4	0.016161804	-3.7	
C1orf95	5	0.3387	0.50666	1	6715	2	0.18646	0.35476	0.973067	6565	1	0.295283381	-3.7	
C1QA	5	0.52629	0.66718	1	9412	2	0.041009	0.11751	0.799424	2646	2	0.175756981	-3.7	
C1QB	5	0.89439	0.89612	1	14689	0	0.027177	0.082726	0.762222	1953	3	0.04763383	-3.7	
C1QC	5	0.88185	0.88379	1	14345	1	0.19144	0.36179	0.974964	6674	1	0.053650917	-3.7	
C1QL2	5	0.78576	0.80977	1	12484	1	0.16386	0.32285	0.953145	6099	3	0.091638317	-3.7	
C1QTNF4	5	0.88803	0.88989	1	14516	0	0.22291	0.40488	0.991173	7355	3	0.050663674	-3.7	
C1QTNF5	5	0.53506	0.67484	1	9559	2	0.61516	0.73786	1	12167	1	0.170799183	-3.7	
C1QTNF8	5	0.94498	0.94551	1	16076	0	0.4144	0.57798	1	9882	2	0.024333874	-3.7	
C1QTNF9	1	0.078001	0.18752	0.999984	3376	1	0.922	0.92292	1	15120	0	0.726952406	-3.7	
C20orf141	5	0.8515	0.85671	1	13669	1	0.039547	0.11393	0.793402	2586	4	0.067166164	-3.7	
C20orf166	5	0.99439	0.99447	1	17714	0	0.0056063	0.022583	0.596712	672	5	0.002408314	-3.7	
C20orf173	5	0.94846	0.94885	1	16171	0	0.43156	0.59214	1	10045	2	0.022802438	-3.7	
C20orf195	5	0.97885	0.97882	1	17118	0	0.10191	0.2307	0.901161	4610	3	0.009297165	-3.7	
C20orf78	5	0.99822	0.99822	1	17906	0	0.0017765	0.0076604	0.513545	266	5	0.000773733	-3.7	
C20orf85	5	0.52278	0.66414	1	9345	1	0.52273	0.66751	1	11159	2	0.177740362	-3.7	
C22orf31	5	0.97267	0.9727	1	16922	0	0.08333	0.20168	0.873625	4155	3	0.012021084	-3.7	
C2CD4B	5	0.78316	0.80812	1	12437	1	0.075542	0.18913	0.862991	3945	3	0.092524145	-3.7	
C2CD4C	5	0.89008	0.89188	1	14571	0	0.06112	0.1649	0.83441	3555	4	0.049693575	-3.7	
C2CD4D	5	0.09892	0.22138	1	3632	3	0.46577	0.6204	1	10472	1	0.654861617	-3.7	
C2orf40	5	0.37119	0.53416	1	7100	2	0.84419	0.85437	1	13999	1	0.272328637	-3.7	
C2orf50	5	0.97908	0.97903	1	17128	0	0.014876	0.049943	0.692928	1297	4	0.009204	-3.7	
C2orf53	5	0.19416	0.3639	1	5060	3	0.94998	0.95047	1	15665	0	0.439017944	-3.7	
C2orf57	5	0.089415	0.2061	1	3511	3	0.92935	0.93009	1	15250	0	0.685922008	-3.7	
C2orf70	5	0.61782	0.72429	1	10575	1	0.80291	0.82708	1	13522	1	0.140087511	-3.7	
C2orf71	5	0.56416	0.70053	1	10074	2	0.80631	0.8291	1	13559	1	0.154573261	-3.7	
C2orf72	5	0.50668	0.65009	1	9088	1	0.042206	0.12046	0.801209	2707	3	0.187026514	-3.7	
C2orf73	5	0.23356	0.41801	1	5698	2	0.054096	0.14872	0.825534	3242	3	0.378813329	-3.7	
C2orf78	5	0.18234	0.34689	1	4868	3	0.44716	0.60503	1	10242	2	0.45980822	-3.7	
C2orf80	5	0.41214	0.56912	1	7636	2	0.49265	0.64254	1	10762	1	0.244796152	-3.7	
C3orf14	5	0.51966	0.66138	1	9288	1	0.54138	0.68306	1	11395	2	0.179548942	-3.7	
C3orf22	5	0.81363	0.82812	1	12958	1	0.86621	0.87113	1	14273	1	0.081906727	-3.7	
C3orf30	5	0.95526	0.95557	1	16377	0	0.10535	0.23604	0.907072	4685	3	0.019737493	-3.7	
C3orf36	5	0.72202	0.77321	1	11621	1	0.2127	0.39113	0.987444	7132	3	0.111702538	-3.7	
C3orf55	7	0.96402	0.96427	1	16644	0	0.46917	0.62318	1	10508	2	0.015801345	-3.7	
C3orf56	5	0.91689	0.91805	1	15286	0	0.11043	0.24385	0.912241	4814	2	0.037133665	-3.7	
C3orf79	5	0.77326	0.80194	1	12284	1	0.62316	0.7409	1	12207	1	0.095858124	-3.7	
C3orf84	5	0.083236	0.19618	1	3448	3	0.37019	0.54206	1	9350	2	0.70734527	-3.7	
C4BPB	5	0.061758	0.16067	0.918277	3151	3	0.93152	0.93224	1	15298	0	0.794065206	-3.7	
C4orf17	5	0.56378	0.70018	1	10070	2	0.47675	0.62937	1	10608	2	0.154790299	-3.7	
C4orf22	5	0.78228	0.80756	1	12419	1	0.041086	0.1177	0.799424	2649	3	0.092825201	-3.7	
C4orf45	5	0.93564	0.9363	1	15799	0	0.37829	0.54859	1	9452	2	0.028584977	-3.7	
C4orf51	5	0.83349	0.84248	1	13294	1	0.15174	0.30554	0.94745	5801	3	0.0744404	-3.7	
C4orf6	4	0.84127	0.84844	1	13443	0	0.36405	0.5372	1	9282	2	0.071378865	-3.7	
C5orf38	5	0.85402	0.85874	1	13724	1	0.090083	0.21222	0.883095	4326	3	0.066138307	-3.7	
C5orf46	4	0.89261	0.89439	1	14635	0	0.20294	0.37771	0.981803	6926	2	0.048473065	-3.7	
C5orf49	5	0.53083	0.67114	1	9482	2	0.035774	0.10461	0.784214	2401	1	0.173186876	-3.7	
C5orf52	5	0.74965	0.78826	1	11969	1	0.080122	0.19648	0.869652	4068	3	0.103330511	-3.7	
C6	5	0.49664	0.64147	1	8935	2	0.35886	0.53299	1	9219	2	0.19282365	-3.7	
C6orf118	5	0.54847	0.6867	1	9789	1	0.056328	0.15395	0.829171	3340	3	0.163232953	-3.7	
C6orf141	5	0.7129	0.76847	1	11511	1	0.33604	0.5145	1	8932	2	0.114373082	-3.7	
C6orf15	5	0.97358	0.9736	1	16949	0	0.40755	0.57239	1	9801	2	0.011619435	-3.7	
C6orf201	5	0.92982	0.93052	1	15641	0	0.026339	0.080484	0.759742	1907	3	0.031274288	-3.7	
C6orf222	5	0.74453	0.78542	1	11905	1	0.74329	0.79392	1	13023	1	0.104898044	-3.7	
C7orf33	5	0.37735	0.53937	1	7182	2	0.17172	0.334	0.963319	6244	3	0.268113213	-3.7	
C7orf34	5	0.0046919	0.019165	0.20459	1687	4	0.9726	0.9728	1	16152	0	1.717491176	-3.7	
C7orf62	5	0.90736	0.9088	1	15031	0	0.20882	0.38583	0.98528	7050	2	0.041531682	-3.7	
C7orf66	5	0.95865	0.95891	1	16479	0	0.12417	0.26478	0.92469	5155	2	0.018222152	-3.7	
C7orf71	5	0.62798	0.72859	1	10664	1	0.038728	0.11194	0.791821	2546	3	0.137516794	-3.7	
C7orf72	5	0.592	0.71371	1	10357	1	0.53707	0.67949	1	11342	2	0.146478218	-3.7	
C8A	5	0.95745	0.9577	1	16443	0	0.0016189	0.0070303	0.504541	247	4	0.018770513	-3.7	
C8B	5	0.99955	0.99954	1	17971	0	0.00045411	0.0020801	0.397186	94	5	0.000199821	-3.7	
C8orf22	4	0.97952	0.97948	1	17148	0	0.099323	0.22669	0.900451	4531	2	0.009004427	-3.7	
C8orf34	5	0.22701	0.40953	1	5595	3	0.85266	0.8606	1	14119	1	0.387714279	-3.7	
C8orf4	5	0.91152	0.91289	1	15143	0	0.62134	0.74024	1	12200	1	0.03958155	-3.7	
C8orf47	7	0.41464	0.57133	1	7677	3	0.62512	0.74163	1	12218	2	0.243112971	-3.7	
C8orf48	5	0.90168	0.9032	1	14876	0	0.12495	0.26596	0.925319	5175	3	0.044216071	-3.7	
C8orf74	5	0.14296	0.28919	1	4252	3	0.73166	0.78812	1	12917	1	0.538816729	-3.7	
C8orf87	5	0.54449	0.68318	1	9716	1	0.02447	0.075588	0.746197	1823	4	0.165464856	-3.7	
C9	5	0.69026	0.75724	1	11259	1	0.80656	0.82926	1	13561	1	0.120766453	-3.7	
C9orf129	5	0.1639	0.32006	1	4570	2	0.24673	0.43668	1	7839	3	0.494768599	-3.7	
C9orf135	5	0.48824	0.63427	1	8806	2	0.37449	0.54548	1	9397	2	0.19772583	-3.7	
C9orf57	5	0.11314	0.24395	1	3822	3	0.28383	0.4725	1	8353	2	0.612699178	-3.7	
C9orf62	5	0.91846	0.91956	1	15328	0	0.05602	0.15322	0.829171	3319	4	0.036419928	-3.7	
C9orf92	5	0.81041	0.82589	1	12905	1	0.054267	0.14911	0.826228	3250	3	0.083077792	-3.7	
CA1	5	0.59149	0.71353	1	10353	1	0.51936	0.66467	1	11117	2	0.146587762	-3.7	
CA10	5	0.52484	0.66592	1	9385	2	0.20371	0.37877	0.982758	6941	3	0.176577941	-3.7	
CA4	5	0.89065	0.89245	1	14587	0	0.022492	0.070345	0.739117	1714	4	0.049416106	-3.7	
CA6	5	0.93569	0.93636	1	15801	0	0.0078343	0.029687	0.616961	866	4	0.028557147	-3.7	
CA8	5	0.9965	0.99653	1	17823	0	0.0035038	0.014553	0.585407	447	5	0.001509623	-3.7	
CABP2	5	0.9514	0.95179	1	16261	0	0.92344	0.92434	1	15140	0	0.021458862	-3.7	
CABS1	5	0.95353	0.95386	1	16328	0	0.14489	0.29545	0.942477	5641	3	0.020515363	-3.7	
CACHD1	5	0.92477	0.92565	1	15502	0	0.22814	0.41189	0.993137	7467	3	0.033553195	-3.7	
CACNA1H	5	0.027256	0.082398	0.600286	2472	4	0.83421	0.84725	1	13869	1	1.08408333	-3.7	
CACNA1S	5	0.077918	0.18739	0.999984	3374	3	0.39492	0.56209	1	9654	1	0.727253589	-3.7	
CACNA2D1	5	0.63997	0.73386	1	10762	1	0.52956	0.67315	1	11243	2	0.134386783	-3.7	
CACNG1	5	0.89647	0.89818	1	14743	0	0.043514	0.12359	0.80276	2771	2	0.04663662	-3.7	
CACNG4	5	0.74227	0.78417	1	11879	1	0.79843	0.82441	1	13473	1	0.105589777	-3.7	
CACNG5	5	0.67887	0.75174	1	11153	1	0.15509	0.31024	0.948615	5889	2	0.12393234	-3.7	
CACNG6	5	0.25605	0.4371	1	5883	1	0.082164	0.19977	0.872121	4123	3	0.359419194	-3.7	
CACNG7	5	0.8513	0.85654	1	13665	1	0.0051981	0.021085	0.596712	630	4	0.067252351	-3.7	
CADM3	5	0.93274	0.93339	1	15726	0	0.13743	0.28463	0.935568	5479	3	0.029936856	-3.7	
CADPS	5	0.97204	0.97207	1	16894	0	0.032153	0.095402	0.770706	2224	4	0.01230246	-3.7	
CADPS2	5	0.34915	0.51555	1	6831	2	0.53701	0.67945	1	11340	1	0.287729209	-3.7	
CALB1	5	0.92529	0.92614	1	15517	0	0.16748	0.32801	0.956616	6174	2	0.033323358	-3.7	
CALB2	5	0.55974	0.69663	1	10003	2	0.3961	0.56307	1	9674	2	0.156997827	-3.7	
CALCA	7	0.042064	0.11963	0.767507	2807	4	0.29414	0.4809	1	8482	1	0.922159897	-3.7	
CALCB	5	0.071718	0.17728	0.97125	3287	3	0.31625	0.49871	1	8724	2	0.751340257	-3.7	
CALCR	5	0.62968	0.72933	1	10685	1	0.015366	0.051285	0.694004	1327	1	0.137075922	-3.7	
CALCRL	5	0.95171	0.95211	1	16272	0	0.037756	0.10952	0.790004	2492	4	0.021312873	-3.7	
CALD1	5	0.78246	0.80768	1	12422	1	0.34378	0.52083	1	9038	2	0.092760671	-3.7	
CALML3	5	0.97777	0.97774	1	17089	0	0.037842	0.10973	0.790004	2500	4	0.009776617	-3.7	
CALML5	5	0.85928	0.86316	1	13827	1	0.042305	0.1207	0.801209	2713	3	0.063908694	-3.7	
CALML6	5	0.24388	0.42692	1	5777	2	0.3965	0.56342	1	9682	1	0.369653499	-3.7	
CALR3	5	0.21681	0.3955	1	5409	3	0.97811	0.9782	1	16292	0	0.402853512	-3.7	
CAMK1G	5	0.82656	0.83737	1	13177	1	0.2006	0.37451	0.9811	6874	2	0.077082602	-3.7	
CAP2	5	0.86818	0.87102	1	14040	1	0.21042	0.38797	0.985846	7085	2	0.059971873	-3.7	
CAPN13	5	0.56318	0.69967	1	10062	2	0.099488	0.22694	0.900451	4533	3	0.155106747	-3.7	
CAPN14	5	0.9454	0.94589	1	16085	0	0.88054	0.88336	1	14473	1	0.024159366	-3.7	
CAPSL	5	0.6444	0.73584	1	10802	1	0.00032953	0.001532	0.351238	75	4	0.133216608	-3.7	
CAPZA3	5	0.79442	0.81523	1	12624	1	0.064183	0.17068	0.839659	3659	2	0.088719847	-3.7	
CARD11	5	0.39874	0.55753	1	7448	2	0.59464	0.72819	1	12036	2	0.253731759	-3.7	
CARD14	5	0.15067	0.30073	1	4362	3	0.19955	0.37305	0.9811	6846	1	0.521823246	-3.7	
CARD17	5	0.89232	0.89412	1	14631	0	0.054664	0.15001	0.826677	3268	4	0.048604191	-3.7	
CARD18	4	0.23971	0.42332	1	5751	2	0.94285	0.94348	1	15516	0	0.373331213	-3.7	
CARTPT	5	0.26523	0.44489	1	5959	2	0.038287	0.11084	0.790251	2523	2	0.351747356	-3.7	
CASP12	5	0.17189	0.33178	1	4698	3	0.2104	0.38794	0.985846	7084	2	0.479149797	-3.7	
CASP5	7	0.94753	0.94795	1	16147	1	0.004639	0.018938	0.595396	572	5	0.023214569	-3.7	
CATSPER4	5	0.67204	0.74849	1	11074	1	0.87412	0.87779	1	14391	1	0.125813998	-3.7	
CATSPERB	5	0.20126	0.37382	1	5172	3	0.46124	0.61675	1	10408	2	0.427337467	-3.7	
CATSPERD	5	0.20477	0.37869	1	5220	3	0.87197	0.87597	1	14358	1	0.421716163	-3.7	
CBLC	5	0.24074	0.42421	1	5758	2	0.85022	0.85878	1	14079	1	0.372419098	-3.7	
CBLN1	5	0.97093	0.97101	1	16845	0	0.03647	0.10631	0.785762	2435	4	0.012776297	-3.7	
CBLN2	5	0.90979	0.91115	1	15099	0	0.31051	0.49409	1	8658	2	0.04041012	-3.7	
CBLN4	5	0.19002	0.35793	1	4990	2	0.50278	0.65097	1	10890	2	0.4462019	-3.7	
CBY3	5	0.073427	0.18009	0.979066	3312	3	0.72793	0.78631	1	12897	1	0.744510402	-3.7	
CCDC105	5	0.19643	0.3671	1	5098	3	0.10516	0.23576	0.906653	4683	1	0.435215615	-3.7	
CCDC110	5	0.85856	0.86256	1	13817	1	0.27872	0.46828	1	8288	2	0.064210686	-3.7	
CCDC140	5	0.13849	0.2826	1	4186	3	0.97073	0.971	1	16105	0	0.548827842	-3.7	
CCDC144NL	4	0.0052858	0.021322	0.220181	1744	3	0.72175	0.78333	1	12849	1	1.671172061	-3.7	
CCDC158	5	0.42845	0.58319	1	7899	1	0.32349	0.50445	1	8785	2	0.234189932	-3.7	
CCDC160	5	0.29013	0.46581	1	6183	1	0.056736	0.15484	0.829171	3357	1	0.331791192	-3.7	
CCDC166	5	0.76487	0.79698	1	12173	1	0.12324	0.26339	0.924426	5130	2	0.098552577	-3.7	
CCDC172	5	0.91056	0.91195	1	15120	0	0.25525	0.4479	1	8006	2	0.040028972	-3.7	
CCDC175	5	0.99057	0.99065	1	17548	0	0.004479	0.018317	0.595396	550	4	0.004079756	-3.7	
CCDC177	5	0.937	0.93767	1	15840	0	0.17513	0.33886	0.966672	6312	3	0.027949979	-3.7	
CCDC178	5	0.85448	0.85914	1	13732	1	0.077345	0.19206	0.864389	4000	2	0.065936061	-3.7	
CCDC179	2	0.61294	0.72226	1	10531	0	0.83682	0.84905	1	13907	0	0.141306436	-3.7	
CCDC27	5	0.90334	0.90482	1	14920	0	0.027495	0.083544	0.764007	1967	4	0.043437808	-3.7	
CCDC3	7	0.7635	0.79615	1	12160	2	0.10249	0.23161	0.902173	4623	2	0.099005101	-3.7	
CCDC33	5	0.90325	0.90473	1	14914	0	0.90487	0.90633	1	14830	0	0.043481009	-3.7	
CCDC38	5	0.73143	0.77823	1	11745	1	0.97205	0.97228	1	16136	0	0.108892032	-3.7	
CCDC42	5	0.95157	0.95195	1	16264	0	0.018518	0.059889	0.714565	1506	4	0.021385862	-3.7	
CCDC54	5	0.40968	0.56699	1	7602	2	0.32797	0.50807	1	8846	1	0.246424601	-3.7	
CCDC60	5	0.55601	0.69339	1	9932	1	0.15214	0.30609	0.94745	5817	3	0.159022426	-3.7	
CCDC67	5	0.98372	0.9837	1	17303	0	0.0025893	0.0109	0.552284	354	4	0.007137329	-3.7	
CCDC70	5	0.78413	0.80874	1	12453	1	0.44719	0.60505	1	10244	2	0.092191076	-3.7	
CCDC85A	5	0.54109	0.6802	1	9656	2	0.043937	0.12461	0.803426	2792	1	0.167363372	-3.7	
CCDC89	5	0.99572	0.99576	1	17783	0	0.0042789	0.017588	0.594473	532	5	0.001845323	-3.7	
CCER1	5	0.57013	0.70507	1	10173	1	0.20574	0.38161	0.983877	6985	3	0.151767764	-3.7	
CCK	5	0.99906	0.99905	1	17944	0	0.00075126	0.0033517	0.440594	137	5	0.000412776	-3.7	
CCKAR	5	0.38108	0.54259	1	7224	1	0.073813	0.1864	0.85809	3911	2	0.265528215	-3.7	
CCL11	5	0.94868	0.94907	1	16180	0	0.044894	0.12686	0.804993	2837	3	0.022701754	-3.7	
CCL13	5	0.26307	0.44304	1	5937	1	0.66355	0.75715	1	12460	1	0.353557062	-3.7	
CCL14	6	0.99659	0.99662	1	17829	0	0.0025404	0.010708	0.552284	348	4	0.001470402	-3.7	
CCL15	5	0.18635	0.35265	1	4936	3	0.94947	0.94996	1	15653	0	0.452656112	-3.7	
CCL17	5	0.30801	0.48085	1	6356	1	0.0051133	0.020773	0.596712	623	4	0.31799038	-3.7	
CCL19	5	0.54896	0.68715	1	9798	2	0.84548	0.85532	1	14013	1	0.162948449	-3.7	
CCL21	5	0.99474	0.99478	1	17733	0	0.0052555	0.02128	0.596712	637	5	0.002272955	-3.7	
CCL24	5	0.18333	0.34824	1	4892	3	0.14522	0.29592	0.942477	5650	1	0.458121346	-3.7	
CCL26	5	0.82001	0.83261	1	13071	1	0.19467	0.36627	0.976498	6755	3	0.079558377	-3.7	
CCL4	2	0.80061	0.81926	1	12719	0	0.41241	0.57634	1	9855	1	0.086578249	-3.7	
CCL7	5	0.98096	0.98091	1	17198	0	0.20051	0.3744	0.9811	6871	2	0.008370838	-3.7	
CCL8	5	0.89611	0.89782	1	14733	0	0.067704	0.17639	0.848698	3743	3	0.046810724	-3.7	
CCM2L	5	0.85129	0.85653	1	13663	1	0.25519	0.44781	1	8004	3	0.067257421	-3.7	
CCR4	5	0.21689	0.39561	1	5411	2	0.37277	0.54413	1	9378	2	0.402732739	-3.7	
CCR8	5	0.83697	0.84509	1	13358	1	0.054968	0.15071	0.827442	3277	4	0.073097037	-3.7	
